Date,lme,alua_ars,dxy,ggal_adr,ggal_ars,txar_ars,sp500,merval,us10y,lme_adj,alua_ars_adj,dxy_adj,ggal_adr_adj,ggal_ars_adj,txar_ars_adj,sp500_adj,merval_adj,us10y_adj
2016-07-15,1708.25,9.550000190734863,96.58000183105469,31.670000076293945,47.650001525878906,7.539999961853027,2161.739990234375,15643.0,1.593999981880188,1708.25,7.1886796951293945,96.58000183105469,23.405229568481445,34.46517562866211,5.722009181976318,2161.739990234375,15643.0,1.593999981880188
2016-07-18,1686.5,10.0,96.55999755859375,31.8799991607666,48.400001525878906,7.650000095367432,2166.889892578125,15999.0,1.5870000123977661,1686.5,7.527412414550781,96.55999755859375,23.560426712036133,35.00764083862305,5.805486679077148,2166.889892578125,15999.0,1.5870000123977661
2016-07-19,1679.0,10.050000190734863,97.05000305175781,31.899999618530273,48.20000076293945,7.860000133514404,2163.780029296875,15833.0,1.5579999685287476,1679.0,7.56505012512207,97.05000305175781,23.57520866394043,34.86298370361328,5.964852809906006,2163.780029296875,15833.0,1.5579999685287476
2016-07-20,1648.75,10.449999809265137,97.19999694824219,31.209999084472656,47.79999923706055,8.369999885559082,2173.02001953125,15932.0,1.5800000429153442,1648.75,7.866145133972168,97.19999694824219,23.06526756286621,34.57366180419922,6.3518853187561035,2173.02001953125,15932.0,1.5800000429153442
2016-07-21,1632.75,10.5,97.0,30.510000228881836,46.5,8.5,2165.169921875,15779.0,1.565000057220459,1632.75,7.903783321380615,97.0,22.547950744628906,33.63336944580078,6.450540065765381,2165.169921875,15779.0,1.565000057220459
2016-07-22,1642.25,10.5,97.47000122070312,30.510000228881836,46.099998474121094,8.449999809265137,2175.030029296875,15847.0,1.5700000524520874,1642.25,7.903783321380615,97.47000122070312,22.547950744628906,33.34404754638672,6.412595748901367,2175.030029296875,15847.0,1.5700000524520874
2016-07-25,1642.75,10.5,97.29000091552734,30.579999923706055,46.099998474121094,8.399999618530273,2168.47998046875,15713.0,1.5709999799728394,1642.75,7.903783321380615,97.29000091552734,22.599681854248047,33.34404754638672,6.374651908874512,2168.47998046875,15713.0,1.5709999799728394
2016-07-26,1627.5,10.350000381469727,97.16000366210938,30.219999313354492,45.599998474121094,8.279999732971191,2169.179931640625,15758.0,1.562999963760376,1627.5,7.790872097015381,97.16000366210938,22.33362579345703,32.982398986816406,6.283585548400879,2169.179931640625,15758.0,1.562999963760376
2016-07-27,1632.0,10.149999618530273,97.05000305175781,29.760000228881836,45.20000076293945,8.229999542236328,2166.580078125,15699.0,1.5149999856948853,1632.0,7.640324115753174,97.05000305175781,21.993677139282227,32.69308853149414,6.245640277862549,2166.580078125,15699.0,1.5149999856948853
2016-07-28,1643.0,10.050000190734863,96.73999786376953,29.559999465942383,44.95000076293945,8.020000457763672,2170.06005859375,15455.0,1.5110000371932983,1643.0,7.56505012512207,96.73999786376953,21.845861434936523,32.51225662231445,6.086275100708008,2170.06005859375,15455.0,1.5110000371932983
2016-07-29,1674.5,10.199999809265137,95.52999877929688,29.68000030517578,44.849998474121094,8.140000343322754,2173.60009765625,15804.0,1.4579999446868896,1674.5,7.6779608726501465,95.52999877929688,21.934555053710938,32.43992233276367,6.177341461181641,2173.60009765625,15804.0,1.4579999446868896
2016-08-01,1668.0,9.899999618530273,95.70999908447266,29.139999389648438,44.150001525878906,8.199999809265137,2170.840087890625,15443.0,1.496000051498413,1668.0,7.4521379470825195,95.70999908447266,21.535472869873047,31.93362808227539,6.222874641418457,2170.840087890625,15443.0,1.496000051498413
2016-08-02,1661.0,9.520000457763672,95.05999755859375,28.739999771118164,42.900001525878906,7.980000019073486,2157.030029296875,15062.0,1.5369999408721924,1661.0,7.166097640991211,95.05999755859375,21.239852905273438,31.029491424560547,6.055919647216797,2157.030029296875,15062.0,1.5369999408721924
2016-08-03,1673.75,9.739999771118164,95.55999755859375,29.479999542236328,44.099998474121094,8.050000190734863,2163.7900390625,15430.0,1.5420000553131104,1673.75,7.331699848175049,95.55999755859375,21.786746978759766,31.897451400756836,6.109042167663574,2163.7900390625,15430.0,1.5420000553131104
2016-08-04,1661.75,9.670000076293945,95.76000213623047,29.5,44.25,7.949999809265137,2164.25,15560.0,1.503000020980835,1661.75,7.279006481170654,95.76000213623047,21.801525115966797,32.005950927734375,6.033152103424072,2164.25,15560.0,1.503000020980835
2016-08-05,1681.5,9.579999923706055,96.19000244140625,29.3700008392334,43.70000076293945,7.849999904632568,2182.8701171875,15394.0,1.5820000171661377,1681.5,7.211260795593262,96.19000244140625,21.70545196533203,31.608144760131836,5.957263946533203,2182.8701171875,15394.0,1.5820000171661377
2016-08-08,1678.0,9.600000381469727,96.4000015258789,29.670000076293945,43.70000076293945,7.75,2180.889892578125,15373.0,1.5829999446868896,1678.0,7.226317405700684,96.4000015258789,21.927156448364258,31.608144760131836,5.881374835968018,2180.889892578125,15373.0,1.5829999446868896
2016-08-09,1686.0,9.619999885559082,96.18000030517578,29.860000610351562,44.29999923706055,7.760000228881836,2181.739990234375,15455.0,1.5449999570846558,1686.0,7.241370677947998,96.18000030517578,22.067575454711914,32.042110443115234,5.888964653015137,2181.739990234375,15455.0,1.5449999570846558
2016-08-10,1692.0,9.649999618530273,95.6500015258789,29.639999389648438,43.75,7.820000171661377,2175.489990234375,15346.0,1.5089999437332153,1692.0,7.26395320892334,95.6500015258789,21.904985427856445,31.64429473876953,5.934497833251953,2175.489990234375,15346.0,1.5089999437332153
2016-08-11,1696.75,9.59000015258789,95.86000061035156,29.5,43.29999923706055,7.75,2185.7900390625,15314.0,1.5729999542236328,1696.75,7.218787670135498,95.86000061035156,21.801525115966797,31.31881332397461,5.881374835968018,2185.7900390625,15314.0,1.5729999542236328
2016-08-12,1696.5,9.5,95.72000122070312,28.81999969482422,42.400001525878906,7.550000190734863,2184.050048828125,15166.0,1.5149999856948853,1696.5,7.151041507720947,95.72000122070312,21.298978805541992,30.667850494384766,5.729598522186279,2184.050048828125,15166.0,1.5149999856948853
2016-08-15,1715.25,,95.62999725341797,29.200000762939453,,,2190.14990234375,,1.5529999732971191,1715.25,,95.62999725341797,21.57981300354004,,,2190.14990234375,,1.5529999732971191
2016-08-16,1728.75,9.399999618530273,94.79000091552734,28.770000457763672,42.54999923706055,7.349999904632568,2178.14990234375,15231.0,1.5759999752044678,1728.75,7.075767517089844,94.79000091552734,21.26202964782715,30.776344299316406,5.577820301055908,2178.14990234375,15231.0,1.5759999752044678
2016-08-17,1722.75,9.300000190734863,94.72000122070312,28.530000686645508,42.20000076293945,7.400000095367432,2182.219970703125,15402.0,1.5609999895095825,1722.75,7.000494003295898,94.72000122070312,21.08466148376465,30.523183822631836,5.61576509475708,2182.219970703125,15402.0,1.5609999895095825
2016-08-18,1717.0,9.300000190734863,94.16000366210938,29.260000228881836,43.599998474121094,7.429999828338623,2187.02001953125,15565.0,1.5360000133514404,1717.0,7.000494003295898,94.16000366210938,21.62415313720703,31.535799026489258,5.6385321617126465,2187.02001953125,15565.0,1.5360000133514404
2016-08-19,1707.75,9.350000381469727,94.51000213623047,29.139999389648438,43.849998474121094,7.659999847412109,2183.8701171875,15598.0,1.5779999494552612,1707.75,7.038130760192871,94.51000213623047,21.535472869873047,31.71663475036621,5.813075065612793,2183.8701171875,15598.0,1.5779999494552612
2016-08-22,1707.75,9.489999771118164,94.5199966430664,29.59000015258789,44.5,7.650000095367432,2182.639892578125,15497.0,1.5390000343322754,1707.75,7.1435136795043945,94.5199966430664,21.8680362701416,32.18678283691406,5.805486679077148,2182.639892578125,15497.0,1.5390000343322754
2016-08-23,1710.25,9.699999809265137,94.54000091552734,30.1200008392334,45.29999923706055,7.699999809265137,2186.89990234375,15833.0,1.5529999732971191,1710.25,7.301590919494629,94.54000091552734,22.259723663330078,32.765411376953125,5.843430995941162,2186.89990234375,15833.0,1.5529999732971191
2016-08-24,1689.0,9.699999809265137,94.79000091552734,30.940000534057617,45.849998474121094,7.650000095367432,2175.43994140625,15815.0,1.559000015258789,1689.0,7.301590919494629,94.79000091552734,22.86573600769043,33.16322326660156,5.805486679077148,2175.43994140625,15815.0,1.559000015258789
2016-08-25,1687.75,9.600000381469727,94.7699966430664,30.790000915527344,46.150001525878906,7.610000133514404,2172.469970703125,15901.0,1.5770000219345093,1687.75,7.226317405700684,94.7699966430664,22.7548770904541,33.38021469116211,5.775130748748779,2172.469970703125,15901.0,1.5770000219345093
2016-08-26,1687.25,9.5,95.56999969482422,30.200000762939453,45.75,7.599999904632568,2169.0400390625,15764.0,1.6349999904632568,1687.25,7.151041507720947,95.56999969482422,22.318849563598633,33.09089660644531,5.767542362213135,2169.0400390625,15764.0,1.6349999904632568
2016-08-29,1687.25,9.5,95.58000183105469,30.81999969482422,46.599998474121094,7.730000019073486,2180.3798828125,16033.0,1.565999984741211,1687.25,7.151041507720947,95.58000183105469,22.777053833007812,33.7056999206543,5.86619758605957,2180.3798828125,16033.0,1.565999984741211
2016-08-30,1668.75,9.479999542236328,96.05000305175781,30.459999084472656,45.75,7.949999809265137,2176.1201171875,15872.0,1.5700000524520874,1668.75,7.135986804962158,96.05000305175781,22.511001586914062,33.09089660644531,6.033152103424072,2176.1201171875,15872.0,1.5700000524520874
2016-08-31,1659.75,9.5,96.0199966430664,29.760000228881836,44.849998474121094,8.149999618530273,2170.949951171875,15650.0,1.5679999589920044,1659.75,7.151041507720947,96.0199966430664,21.993677139282227,32.43992233276367,6.184929847717285,2170.949951171875,15650.0,1.5679999589920044
2016-09-01,1658.0,9.4399995803833,95.6500015258789,30.3799991607666,45.400001525878906,8.170000076293945,2170.860107421875,15741.0,1.5700000524520874,1658.0,7.105877876281738,95.6500015258789,22.451873779296875,32.837738037109375,6.200107574462891,2170.860107421875,15741.0,1.5700000524520874
2016-09-02,1644.75,9.449999809265137,95.87999725341797,30.549999237060547,45.70000076293945,8.15999984741211,2179.97998046875,15966.0,1.5959999561309814,1644.75,7.113404750823975,95.87999725341797,22.577512741088867,33.05473709106445,6.192519187927246,2179.97998046875,15966.0,1.5959999561309814
2016-09-05,,9.3100004196167,,,45.349998474121094,8.100000381469727,,16006.0,,,7.008022308349609,,,32.801578521728516,6.146986484527588,,16006.0,
2016-09-06,,9.300000190734863,94.81999969482422,31.209999084472656,46.650001525878906,8.09000015258789,2186.47998046875,16276.0,1.5429999828338623,,7.000494003295898,94.81999969482422,23.06526756286621,33.74186706542969,6.139397144317627,2186.47998046875,16276.0,1.5429999828338623
